iso3,mode_id,specification,definition,restriction_warning,wing
SOM,A16,Person was a citizen by operation of law and lost citizenship. Other conditions: establishes residence in Somalia and renounces any other citizenship.,NA,NA,other
SRB,A16,"Person has legal capacity, submits a written statement of loyalty, and was released from citizenship, or acquired foreign citizenship, or was released from or renounced citizenship at his/her parents' request.",NA,NA,other
STP,A16,Person is a former citizen who re-establishes residence in STP for 2 years. Acquisition of citizenship can be opposed on the grounds mentioned in STP 14.,NA,Mode,other
SUR,A16,"Person is a former citizen who holds citizenship of another country or is stateless. Other conditions: person is resident in Suriname, serious attempt to renounce citizenship of another country after naturalisation (unless legally impossible or unreasonable), and no danger to public order, morals or health.;

Person is a former citizen who has lost Surinamese citizenship on the basis of SUR 10 or 16 as a minor. Other requirements: reacquisition declaration must take place within 1 year after reaching the age of majority, and person is resident in Suriname. Citizenship is reacquired as of the moment of reaching the age of majority.",NA,Mode,other
SVK,A16,"Person is a citizen of Czechoslovakia or lost citizenship due to long-term absence, marriage, or acquisition of another citizenship. Other conditions: see A06 (except residence requirement).",NA,Mode,other
SWE,A16,"Person is a former citizen, has reached the age of eighteen and  has lost or been released from his or her Swedish citizenship, may recover it by declaration if the person holds a permanent Swedish residence permit, was domiciled in Sweden for a total of ten years, and has been domiciled in Sweden for the past two years. (SWE 9).;
Person who is a former citizen, and who does not qualify for ordinary naturalisation (mode A06), may be granted an exemption from the naturalisation requirements. (SWE 12.(1).;
Person is a former citizen, was resident in Denmark, Finland, Iceland or Norway since losing citizenship, and is now resident in Sweden. (SWE 19).",NA,NA,other
SYC,A16,"Person is a former citizen who renounced for any reason and has returned to Seychelles. Other conditions: pass language test, not sentenced to imprisonment for more than 1 year.",NA,Mode,other
SYR,A16,Only by a proposal by the Minister when the individual declares his/her intention.,NA,NA,other
TCD,A16,"Person is a former citizen. Reintegration is granted by decree of minister of interior, with no conditions related to age or time limits. No person who has been deprived of citizenship can be reintegrated unless s/he rendered exceptional services.",NA,Mode,other
TGO,A16,Person is a former citizen who is habitually resident in Togo. Other conditions: was not deprived of citizenship (unless exceptional circumstances apply).,NA,Mode,other
TJK,A16,"Person was born on the territory of the Soviet Socialist Republic of Tajikistan, held citizenship of the former Union of Soviet Socialist Republics, and has been resident for 2.5 years. Other conditions: see A06. Or person was born in the Soviet Socialist Republic of Tajikistan, was in possession of the citizenship of former Union of Soviet Socialist Republics, resided or resides in the states that are former members of the Union of Soviet Socialist Republics, but has not acquired citizenship of these states and, as a result, is stateless.; Person is a veteran of WW II, possessed citizenship of the former Union of Soviet Socialist Republics, and lives in Tajikistan. Or person previously was a citizen and applies to have citizenship restored. No other conditions.",NA,NA,other
TKM,A16,Person is a former citizen and is habitually resident or has an intention to settle in the country. Other conditions: see A06 (except requirements relating to residence and means of subsistence).,NA,NA,other
TLS,A16,Person lost citizenship by declaration of his/her parents when he/she was a minor. Person must have reached the age of majority and must have established residence in Timor-Leste for at least 1 year.; Person voluntarily renounced citizenship and has established residence in Timor-Leste for at least 5 years.,NA,Mode,other
TON,A16,Person who ceased to be a subject prior to the Nationality Amendment Act 2007 (14 September 2007) (which repealed provisions for loss of nationality by taking up foreign citizenship) may apply to Minister for re-admission to Tongan nationality.  Residence requirements do not apply.,NA,NA,other
TTO,A16,"Person is a former citizen by birth or descent and has voluntarily acquired another citizenship or has renounced citizenship in order to acquire another citizenship.;

Person is a former citizen other than by birth or descent who lost citizenship due to voluntary acquisition of citizenship of another country. Other conditions: good character, adequate knowledge of English and of the duties of a citizen, oath of allegiance, legal entry into the territory and is not a member of a prohibited class under the Immigration Act.",NA,Mode,other
TUN,A16,Person proves that he/she is a Tunisian national by origin.,NA,NA,other
TUR,A16,"Person is a child who lost citizenship because parent lost citizenship and applies within 3 years of adulthood. Or person is a divorced woman who lost citizenship by marrying a person with another citizenship and applies within 3 years of divorce. No residence requirement. Other condition: does not pose a threat to national security.;
By discretionary naturalisation if aforementioned child or woman did not apply for reacquisition within the prescribed time-limit. Or person lost citizenship by decision of the authorities pursuant to TUR 25. No residence requirement. Other condition: does not pose a threat to national security.;
Person has lost Turkish citizenship on the basis of Turkish Citizenship Act No. 1312 of 28 May 1928. No residence requirement. Other condition: does not pose a threat to national security.",NA,Mode,other
