iso3,mode_id,specification,definition,restriction_warning,wing
LKA,A12a,"Person is of full age and sound mind, resident in Sri Lanka, and his or her parent was a citizen by descent who lost citizenship under SRI 20. Other conditions: intent to continue to ordinarily reside in Sri Lanka, renunciation of citizenship of another country, and oath of allegiance. Minister may refuse the application on grounds of public policy.",relatives,NA,family
MKD,A12a,Person is a direct descendant of the 1st generation of a former citizen. Other conditions: see A06 (except renunciation requirement and 8 years of residence in Macedonia).,relatives,NA,family
MLT,A12a,"Person is born in Malta to a former citizen who was also born there, who emigrated from Malta and lost citizenship due to acquisition of citizenship of another country",relatives,NA,family
MNE,A12a,"Person is a descendant up to the 3rd generation of a former citizen and has resided in Montenegro for 2 years immediately before the request for naturalisation, or the person was married to a citizen for 3 years (before death of the spouse) and has been resident in Montenegro for 5 years. Other conditions: see A06 (except loss/renunciation of citizenship of another country and language competence).",relatives,NA,family
MRT,A12a,Person's paternal grandfather was a citizen of Mauritania.,relatives,NA,family
NIC,A12a,Person is born abroad to a parent who once held citizenship and requests for citizenship upon reaching the age of majority or upon emancipation.,relatives,NA,family
NRU,A12a,Person whose parents have renounced citizenship of Nauru can apply for citizenship if at least one grandparent is a citizen.,relatives,NA,family
QAT,A12a,"Person proves to be of Qatari origin in accordance with QAT 1 (sub-articles 1.1, 1.2, and 1.4). Other conditions: has been resident in Qatar for at least 3 consecutive years, has a lawful means of income sufficient to meet his needs, has a reputation for honesty and is of good reputation. Citizenship is granted by an Emiri decision.",relatives,NA,family
ROU,A12a,"Person is a second generation descendant of a former citizen. No residence requirement. Other conditions: see A06 (except proficiency in Romanian language and knowledge of the country's culture, history, Constitution and national anthem). Or person is a descendant up to the 3rd degree of a former citizen who lost citizenship for reasons not attributable to him/her. No residence requirement. Other conditions: see A06 (except sufficient means to support him/herself, proficiency in Romanian language and knowledge of country's culture, history, Constitution and national anthem).",relatives,NA,family
SGP,A12a,Person is the child of a deceased citizen.,relatives,NA,family
SRB,A12a,Person's parent was a former citizen. Other conditions: legal capacity and written statement of loyalty.,relatives,NA,family
SVN,A12a,Person is a direct descendant to the fourth generation of a former citizen and has been resident in Slovenia for at least 1 year prior to the application. Other conditions: see A06 (except renunciation requirement).,relatives,NA,family
XKX,A12a,Person is a descendant within one generation of a person in Kosovo ('member of Kosovo diaspora') and maintains family links in Kosovo. No residency requirement.,relatives,NA,family
ATG,A12b,Person is born abroad and parent was or would have been a citizen ex Const 112 but for his/her death.;Spouse of deceased citizen must have been married to the latter for at least 3 years.,relatives,NA,family
AUS,A12b,Person is the child of a deceased citizen who died before the birth.,relatives,generational,family
AUT,A12b,Person is the child of a deceased citizen.,relatives,generational,family
BDI,A12b,Person is the child of a father who was a citizen on the date of death.,relatives,generational,family
BEL,A12b,Person is the child of a deceased citizen.,relatives,generational,family
BGD,A12b,"Person is the wife of a deceased citizen (or of a person who would have been a citizen under BAN 3, 4 or 5). Citizenship can be acquired upon fulfilment of the other conditions listed under Mode A13.",relatives,spousal,family
BGR,A12b,Person is the child of a deceased citizen.,relatives,generational,family
BHS,A12b,Person is the child of a deceased male citizen.,relatives,generational,family
BLZ,A12b,Person is born to a deceased citizen.,relatives,NA,family
BRB,A12b,"Child born to a deceased citizen father.;Widow of deceased male citizen or someone who, but for his death, would have become a citizen of Barbados.",relatives,NA,family
CAN,A12b,"Where a child is born after the death of either of his parents, the child shall be deemed to have been born before the death of that parent.  Also applies in cases where the deceased parent was no longer a citizen, but would have been granted citizenship retroactively as a 'lost Canadian'.",relatives,generational,family
CYP,A12b,"Person is a child born after 16 August 1960 to a deceased citizen. Provision also applies if parent was not a citizen but was entitled to become one. If person is permanently resident abroad, he/she must be registered as a citizen.;
Person is the spouse or widower or widow of a citizen, or was the spouse of a person who, if he or she had not passed away, would have become or would have been 
entitled to become a citizen. Other conditions: see A08.",relatives,NA,family
DMA,A12b,"Person is the child (biological, step or adopted) of a deceased citizen. Other conditions: under 18 years old, has resided at least 3 years in Dominica, and oath of allegiance. Or person is the spouse of a deceased citizen. Other conditions: person must be of full age, capacity and good character, have adequate knowledge of citizenship responsibilities and of English, have resided in Dominica or partly resided and partly been in government service for at least 3 years preceding date of application, and intends to continue to reside in Dominica or to work for the government. Oath of allegiance.",relatives,NA,family
ESP,A12b,"Person is a widow or widower of a citizen, or is a child or grandchild who is born abroad to a former citizen and has been resident in Spain for 1 year. Other conditions: see mode A06.",relatives,NA,family
FIN,A12b,"Person is the spouse of a deceased Finnish citizen and the spouses have lived together for the minimum of 3 years before death and the applicant has 4 years of permanent uninterrupted residence in Finland, or 6 years of permanent residence since the age of 15, with the last 2 years uninterrupted. (FIN 22) (A spouse means the husband or wife of the citizen or a person cohabiting with the citizen in a relationship resembling marriage. Provisions on a spouse also apply to a registered partner. (FIN 2(1)(8)).;
A child acquires Finnish citizenship by birth if the deceased father was Finnish citizen and married to the child's mother or the child is born in Finland the paternity of the deceased father, who was Finnish citizen, is established. What is said about the deceased father whose paternity is established also applies to a deceased mother whose maternity is established under the Maternity Act. (FIN 9(1)(3) and 9(3))",relatives,NA,family
